location,total_sqft,bath,balcony,price,bedrooms,bed_per_bath,sqft_per_bath
Whitefield,1040.0,2.0,1.0,48.5,2,1.0,520.0
other,720.0,2.0,1.0,45.0,2,1.0,360.0
Lingadheeranahalli,1511.0,3.0,1.0,95.0,3,1.0,503.6666666666667
other,1300.0,3.0,1.0,58.0,3,1.0,433.3333333333333
Hoodi,1545.0,3.0,1.0,68.75,3,1.0,515.0
other,375.0,2.0,0.0,26.0,1,0.5,187.5
Vidyaranyapura,1062.0,2.0,3.0,38.0,2,1.0,531.0
other,1115.0,2.0,1.0,40.0,2,1.0,557.5
JP Nagar,1000.0,2.0,1.0,35.0,2,1.0,500.0
Kambipura,883.0,2.0,1.0,45.0,2,1.0,441.5
Sarjapur  Road,1195.0,2.0,1.0,70.0,2,1.0,597.5
other,700.0,1.0,0.0,41.0,1,1.0,700.0
Vittasandra,1246.0,2.0,1.0,67.0,2,1.0,623.0
other,1600.0,4.0,1.0,80.0,4,1.0,400.0
Haralur Road,2805.0,5.0,3.0,154.0,4,0.8,561.0
other,3000.0,5.0,1.0,275.0,4,0.8,600.0
Hosur Road,1175.0,2.0,2.0,48.0,3,1.5,587.5
other,1595.0,3.0,2.0,115.0,3,1.0,531.6666666666666
other,1353.0,2.0,2.0,110.0,2,1.0,676.5
Electronic City,1599.0,3.0,2.0,125.0,3,1.0,533.0
Whitefield,1150.0,2.0,1.0,70.0,2,1.0,575.0
KR Puram,1155.0,2.0,2.0,42.74,2,1.0,577.5
other,1200.0,2.0,0.0,85.0,1,0.5,600.0
Electronic City Phase II,1000.0,2.0,1.0,25.0,2,1.0,500.0
Rajiv Nagar,1867.0,3.0,1.0,160.0,3,1.0,622.3333333333334
Ramagondanahalli,1251.0,2.0,1.0,47.0,2,1.0,625.5
other,1028.0,2.0,1.0,45.5,2,1.0,514.0
Arekere,1222.0,2.0,2.0,45.0,2,1.0,611.0
Bannerghatta Road,1170.0,2.0,1.0,66.0,3,1.5,585.0
other,1385.0,2.0,2.0,48.48,3,1.5,692.5
HSR Layout,1372.0,2.0,1.0,68.0,2,1.0,686.0
Magadi Road,1282.0,2.0,2.0,49.0,3,1.5,641.0
Kanakpura Road,1135.0,2.0,1.0,39.73,2,1.0,567.5
Whitefield,1768.0,3.0,2.0,101.0,3,1.0,589.3333333333334
other,1325.0,2.0,1.0,90.0,3,1.5,662.5
Electronic City,1599.0,3.0,2.0,99.0,3,1.0,533.0
Whitefield,1500.0,3.0,1.0,61.95,3,1.0,500.0
Uttarahalli,1286.0,2.0,2.0,63.0,2,1.0,643.0
other,2845.0,5.0,1.0,140.0,5,1.0,569.0
Hennur Road,1317.5,2.0,0.0,63.77,2,1.0,658.75
Hebbal,3450.0,5.0,2.0,260.0,3,0.6,690.0
Munnekollal,1102.0,2.0,2.0,53.67,2,1.0,551.0
Yelahanka,1350.0,2.0,2.0,54.0,2,1.0,675.0
Banashankari,1200.0,2.0,2.0,42.0,3,1.5,600.0
other,1800.0,1.0,1.0,80.0,2,2.0,1800.0
other,950.0,2.0,1.0,40.0,2,1.0,475.0
Kanakpura Road,525.0,1.0,1.0,27.25,1,1.0,525.0
Attibele,656.0,2.0,1.0,25.0,2,1.0,328.0
Marathahalli,1780.0,4.0,3.0,175.0,4,1.0,445.0
other,1056.0,2.0,1.0,80.0,2,1.0,528.0
Bannerghatta Road,595.0,1.0,1.0,33.32,1,1.0,595.0
other,1080.0,2.0,2.0,50.0,2,1.0,540.0
7th Phase JP Nagar,2225.0,3.0,1.0,160.0,3,1.0,741.6666666666666
Bommasandra,1126.0,2.0,1.0,28.15,2,1.0,563.0
Electronics City Phase 1,1490.0,3.0,1.0,84.0,3,1.0,496.6666666666667
Sarjapur  Road,1550.0,3.0,3.0,100.0,3,1.0,516.6666666666666
other,1160.0,2.0,1.0,55.0,2,1.0,580.0
Sarjapur  Road,2100.0,3.0,2.0,125.0,3,1.0,700.0
Vittasandra,1404.0,2.0,1.0,69.3,2,1.0,702.0
Banashankari Stage III,1305.0,2.0,1.0,58.7,3,1.5,652.5
Marathahalli,1230.0,2.0,2.0,80.0,2,1.0,615.0
other,1200.0,2.0,0.0,65.0,2,1.0,600.0
Harlur,1460.0,3.0,1.0,73.0,3,1.0,486.6666666666667
Gottigere,967.0,2.0,3.0,45.0,2,1.0,483.5
other,540.0,1.0,1.0,36.0,1,1.0,540.0
Hormavu,715.0,1.0,2.0,46.0,1,1.0,715.0
Mysore Road,1020.0,2.0,1.0,48.95,2,1.0,510.0
Jigani,1020.0,2.0,1.0,40.0,2,1.0,510.0
Koramangala,1253.0,2.0,1.0,102.0,2,1.0,626.5
other,1180.0,2.0,2.0,42.0,2,1.0,590.0
other,961.0,2.0,2.0,38.0,2,1.0,480.5
Kanakapura,1419.0,3.0,3.0,75.0,3,1.0,473.0
Harlur,1709.0,3.0,2.0,150.0,3,1.0,569.6666666666666
other,1600.0,2.0,0.0,115.0,2,1.0,800.0
other,416.0,1.0,1.0,18.5,1,1.0,416.0
Sanjay nagar,1100.0,2.0,2.0,98.0,2,1.0,550.0
HSR Layout,1430.0,2.0,1.0,65.0,3,1.5,715.0
other,1260.0,2.0,2.0,45.0,2,1.0,630.0
other,1630.0,3.0,2.0,85.0,3,1.0,543.3333333333334
Sarjapur  Road,1249.0,3.0,2.0,44.71,3,1.0,416.3333333333333
Kalena Agrahara,1450.0,2.0,3.0,85.0,3,1.5,725.0
other,2791.0,3.0,1.0,223.0,3,1.0,930.3333333333334
other,834.0,1.0,1.0,60.0,1,1.0,834.0
other,1125.0,4.0,1.0,70.0,3,0.75,281.25
Arekere,2060.0,3.0,2.0,140.0,3,1.0,686.6666666666666
Gottigere,891.0,2.0,1.0,25.0,2,1.0,445.5
Raja Rajeshwari Nagar,1133.0,2.0,1.0,49.07,2,1.0,566.5
Bisuvanahalli,1075.0,2.0,1.0,37.0,3,1.5,537.5
other,3000.0,5.0,2.0,260.0,4,0.8,600.0
Vidyaranyapura,1200.0,2.0,2.0,55.0,2,1.0,600.0
Thanisandra,1075.0,2.0,2.0,45.8,2,1.0,537.5
Kaggadasapura,1140.0,2.0,2.0,40.0,2,1.0,570.0
Raja Rajeshwari Nagar,1090.0,2.0,1.0,42.0,2,1.0,545.0
R.T. Nagar,1500.0,4.0,1.0,70.0,4,1.0,375.0
Hebbal,1920.0,3.0,2.0,134.0,3,1.0,640.0
HRBR Layout,1374.0,2.0,2.0,95.0,2,1.0,687.0
Bannerghatta Road,1445.0,3.0,2.0,95.0,3,1.0,481.6666666666667
Kanakapura,711.0,1.0,1.0,36.0,1,1.0,711.0
Tumkur Road,1500.0,3.0,3.0,95.0,3,1.0,500.0
Whitefield,1720.0,3.0,3.0,100.0,3,1.0,573.3333333333334
Vasanthapura,1400.0,3.0,2.0,60.0,3,1.0,466.6666666666667
Kundalahalli,1030.0,2.0,2.0,49.0,2,1.0,515.0
Mysore Road,1200.0,2.0,1.0,85.0,2,1.0,600.0
other,1375.0,3.0,2.0,70.0,3,1.0,458.3333333333333
Jalahalli,2250.0,3.0,2.0,160.0,3,1.0,750.0
Bellandur,1000.0,2.0,2.0,50.0,2,1.0,500.0
other,469.0,1.0,0.0,25.0,1,1.0,469.0
Marathahalli,3800.0,4.0,3.0,250.0,4,1.0,950.0
Kambipura,883.0,2.0,1.0,29.0,2,1.0,441.5
GM Palaya,1820.0,2.0,3.0,86.0,3,1.5,910.0
Singasandra,1440.0,2.0,3.0,65.0,3,1.5,720.0
other,3600.0,4.0,1.0,160.0,6,1.5,900.0
Mahadevpura,1225.0,2.0,2.0,48.0,2,1.0,612.5
Chikkalasandra,875.0,2.0,3.0,52.8,2,1.0,437.5
Jalahalli East,750.0,1.0,2.0,40.0,1,1.0,750.0
6th Phase JP Nagar,1180.0,2.0,3.0,80.0,2,1.0,590.0
Haralur Road,1194.0,2.0,2.0,47.0,2,1.0,597.0
Hennur Road,1500.0,2.0,2.0,62.0,3,1.5,750.0
other,1160.0,2.0,2.0,52.2,2,1.0,580.0
Sarjapur,1128.0,2.0,1.0,60.0,2,1.0,564.0
Hebbal,1500.0,3.0,1.0,150.0,3,1.0,500.0
other,1220.0,2.0,1.0,35.23,3,1.5,610.0
Sarjapur  Road,1210.0,2.0,2.0,58.0,2,1.0,605.0
Kanakpura Road,1100.0,2.0,1.0,58.0,3,1.5,550.0
Bommasandra,1200.0,3.0,2.0,46.0,3,1.0,400.0
other,1641.0,3.0,2.0,66.0,3,1.0,547.0
Horamavu Agara,1200.0,2.0,1.0,45.0,2,1.0,600.0
Raja Rajeshwari Nagar,1260.0,2.0,1.0,67.39,2,1.0,630.0
Mahadevpura,1720.0,3.0,3.0,78.0,3,1.0,573.3333333333334
Yelahanka,1132.5,2.0,0.0,48.13,2,1.0,566.25
Yelahanka,1210.0,2.0,1.0,45.98,2,1.0,605.0
Indira Nagar,2200.0,4.0,2.0,200.0,4,1.0,550.0
Bisuvanahalli,1075.0,2.0,1.0,45.0,3,1.5,537.5
Thanisandra,1702.0,3.0,2.0,130.0,3,1.0,567.3333333333334
Raja Rajeshwari Nagar,1141.0,2.0,2.0,38.55,2,1.0,570.5
other,2072.0,3.0,2.0,108.0,3,1.0,690.6666666666666
other,1200.0,2.0,0.0,70.0,3,1.5,600.0
other,1350.0,3.0,0.0,77.0,3,1.0,450.0
other,1180.0,2.0,2.0,78.34,3,1.5,590.0
other,1355.0,2.0,2.0,115.0,2,1.0,677.5
other,600.0,1.0,0.0,50.0,1,1.0,600.0
Bannerghatta Road,1640.0,2.0,1.0,120.0,3,1.5,820.0
Kodichikkanahalli,1190.0,2.0,2.0,57.0,3,1.5,595.0
Marathahalli,1019.0,2.0,2.0,49.85,2,1.0,509.5
other,1875.0,3.0,2.0,165.0,3,1.0,625.0
Akshaya Nagar,1250.0,3.0,2.0,40.0,3,1.0,416.6666666666667
Whitefield,1140.0,2.0,1.0,56.0,2,1.0,570.0
Lingadheeranahalli,1683.0,3.0,1.0,109.0,3,1.0,561.0
Hoodi,2118.0,4.0,2.0,111.0,4,1.0,529.5
Bannerghatta Road,1380.0,3.0,0.0,58.0,4,1.3333333333333333,460.0
Varthur Road,1083.0,2.0,2.0,61.75,2,1.0,541.5
other,600.0,2.0,1.0,55.0,2,1.0,300.0
other,2300.0,3.0,3.0,120.0,3,1.0,766.6666666666666
other,1240.0,2.0,2.0,60.0,2,1.0,620.0
other,1750.0,3.0,1.0,120.0,3,1.0,583.3333333333334
Anjanapura,1500.0,3.0,1.0,139.0,3,1.0,500.0
Abbigere,985.0,2.0,1.0,40.39,2,1.0,492.5
other,1500.0,2.0,1.0,87.0,3,1.5,750.0
Electronic City,1125.0,2.0,1.0,32.49,2,1.0,562.5
other,950.0,2.0,1.0,44.0,2,1.0,475.0
Kothanur,1580.0,3.0,3.0,76.0,3,1.0,526.6666666666666
other,1092.0,2.0,1.0,98.5,3,1.5,546.0
Electronic City Phase II,1090.0,2.0,1.0,28.34,2,1.0,545.0
Hennur Road,2264.0,3.0,1.0,159.0,3,1.0,754.6666666666666
Dommasandra,1033.0,2.0,2.0,25.53,3,1.5,516.5
Kammasandra,810.0,2.0,2.0,24.5,2,1.0,405.0
other,1045.0,2.0,0.0,45.0,2,1.0,522.5
Hebbal,1337.0,2.0,1.0,82.0,2,1.0,668.5
Chandapura,1200.0,2.0,2.0,32.0,2,1.0,600.0
Begur Road,1500.0,2.0,3.0,54.0,3,1.5,750.0
Whitefield,1640.0,4.0,2.0,91.0,3,0.75,410.0
other,1570.0,3.0,2.0,62.0,3,1.0,523.3333333333334
Gubbalala,1470.0,2.0,2.0,82.0,3,1.5,735.0
Kengeri,1160.0,2.0,2.0,40.61,2,1.0,580.0
7th Phase JP Nagar,1050.0,2.0,1.0,71.0,2,1.0,525.0
Bannerghatta Road,1460.0,2.0,1.0,90.0,3,1.5,730.0
Hulimavu,1823.0,3.0,2.0,100.0,3,1.0,607.6666666666666
Electronic City,1094.0,2.0,2.0,42.0,2,1.0,547.0
Budigere,1153.0,2.0,2.0,57.0,2,1.0,576.5
other,1325.0,3.0,1.0,57.0,3,1.0,441.6666666666667
Parappana Agrahara,1200.0,3.0,2.0,85.0,4,1.3333333333333333,400.0
Jakkur,1590.0,2.0,2.0,125.0,3,1.5,795.0
other,1202.0,2.0,1.0,48.0,2,1.0,601.0
Haralur Road,1202.0,2.0,1.0,53.0,2,1.0,601.0
other,1200.0,2.0,3.0,62.5,2,1.0,600.0
Panathur,1688.0,3.0,1.0,118.0,3,1.0,562.6666666666666
Kaval Byrasandra,1020.0,2.0,1.0,52.0,2,1.0,510.0
Sarjapur,1185.0,2.0,2.0,47.0,2,1.0,592.5
Ramagondanahalli,1235.0,2.0,1.0,52.04,2,1.0,617.5
Banashankari,1077.0,2.0,2.0,37.64,2,1.0,538.5
Kengeri Satellite Town,1415.0,2.0,3.0,66.0,3,1.5,707.5
EPIP Zone,2330.0,3.0,2.0,162.0,3,1.0,776.6666666666666
Whitefield,805.0,2.0,2.0,35.0,2,1.0,402.5
other,425.0,1.0,0.0,20.03,1,1.0,425.0
Whitefield,1155.0,2.0,3.0,59.95,2,1.0,577.5
Anekal,656.0,2.0,1.0,22.0,2,1.0,328.0
other,1100.0,2.0,0.0,48.0,2,1.0,550.0
Mahadevpura,1150.0,2.0,3.0,52.0,2,1.0,575.0
other,600.0,1.0,1.0,60.0,1,1.0,600.0
other,1468.0,2.0,1.0,140.0,2,1.0,734.0
Whitefield,2280.0,4.0,2.0,126.0,3,0.75,570.0
Hegde Nagar,1341.0,2.0,1.0,97.0,2,1.0,670.5
Jakkur,1279.0,2.0,1.0,77.0,2,1.0,639.5
Electronic City Phase II,2225.0,4.0,0.0,98.88,4,1.0,556.25
Thanisandra,1185.0,2.0,2.0,43.51,2,1.0,592.5
other,1750.0,3.0,2.0,85.0,3,1.0,583.3333333333334
Kudlu,1152.0,2.0,1.0,53.5,2,1.0,576.0
Hulimavu,1300.0,2.0,3.0,36.0,2,1.0,650.0
Varthur Road,2760.0,4.0,2.0,155.0,4,1.0,690.0
5th Phase JP Nagar,1070.0,2.0,2.0,39.0,2,1.0,535.0
Uttarahalli,1101.0,2.0,0.0,45.0,2,1.0,550.5
other,775.0,2.0,1.0,55.0,2,1.0,387.5
Yeshwanthpur,667.0,1.0,1.0,36.85,1,1.0,667.0
Electronic City,1070.0,2.0,1.0,55.0,2,1.0,535.0
Old Airport Road,1875.0,2.0,2.0,110.0,3,1.5,937.5
Kundalahalli,735.0,2.0,1.0,57.99,2,1.0,367.5
Koramangala,1750.0,3.0,2.0,130.0,3,1.0,583.3333333333334
Marathahalli,1215.0,2.0,1.0,67.0,2,1.0,607.5
other,820.0,2.0,1.0,30.0,2,1.0,410.0
other,1177.5,2.0,0.0,59.935,2,1.0,588.75
Battarahalli,1779.0,3.0,2.0,89.61,3,1.0,593.0
other,1105.0,2.0,2.0,58.0,2,1.0,552.5
Whitefield,1650.0,3.0,2.0,60.0,3,1.0,550.0
Jalahalli,1694.0,2.0,2.0,150.0,2,1.0,847.0
Hosakerehalli,2376.0,3.0,1.0,203.0,3,1.0,792.0
other,1975.0,3.0,3.0,150.0,3,1.0,658.3333333333334
Kammasandra,674.0,2.0,1.0,33.0,2,1.0,337.0
Kaggadasapura,1185.0,2.0,1.0,41.0,2,1.0,592.5
Thanisandra,445.0,1.0,0.0,28.0,1,1.0,445.0
HSR Layout,1475.0,3.0,2.0,75.0,3,1.0,491.6666666666667
Gottigere,1618.0,3.0,3.0,82.5,3,1.0,539.3333333333334
Koramangala,1120.0,2.0,0.0,65.0,2,1.0,560.0
Marathahalli,2181.0,3.0,2.0,152.0,4,1.3333333333333333,727.0
Vidyaranyapura,1200.0,4.0,0.0,90.0,4,1.0,300.0
Bannerghatta Road,1556.0,2.0,1.0,59.13,3,1.5,778.0
Bannerghatta Road,1179.0,2.0,1.0,66.02,2,1.0,589.5
Thanisandra,1296.0,2.0,2.0,83.0,2,1.0,648.0
Kaggadasapura,1275.0,2.0,2.0,52.0,2,1.0,637.5
Kathriguppe,1400.0,2.0,2.0,77.0,3,1.5,700.0
Gottigere,1222.0,2.0,1.0,63.0,2,1.0,611.0
Electronic City,940.0,2.0,1.0,41.0,2,1.0,470.0
Thanisandra,1185.0,2.0,2.0,42.6,2,1.0,592.5
Tumkur Road,1779.0,3.0,2.0,112.0,3,1.0,593.0
Begur Road,1615.0,3.0,2.0,59.76,3,1.0,538.3333333333334
Haralur Road,1056.0,2.0,1.0,61.0,2,1.0,528.0
7th Phase JP Nagar,1100.0,2.0,0.0,46.0,2,1.0,550.0
Arekere,920.0,2.0,1.0,40.0,2,1.0,460.0
other,1602.0,2.0,0.0,75.0,3,1.5,801.0
Padmanabhanagar,1176.0,2.0,0.0,62.0,2,1.0,588.0
other,1352.0,3.0,0.0,135.0,3,1.0,450.6666666666667
Kasavanhalli,1717.0,3.0,3.0,99.0,3,1.0,572.3333333333334
Bhoganhalli,2119.0,4.0,3.0,111.0,4,1.0,529.75
Vittasandra,1246.0,2.0,1.0,67.3,2,1.0,623.0
Anandapura,1141.0,2.0,1.0,42.79,2,1.0,570.5
Hennur Road,1157.0,2.0,1.0,84.0,2,1.0,578.5
Chandapura,1025.0,2.0,2.0,27.68,2,1.0,512.5
Yelahanka New Town,650.0,1.0,2.0,33.0,1,1.0,650.0
Hebbal,1349.0,2.0,1.0,98.0,2,1.0,674.5
Narayanapura,1566.0,3.0,1.0,83.3,3,1.0,522.0
Sahakara Nagar,2830.0,3.0,3.0,195.0,4,1.3333333333333333,943.3333333333334
Electronic City,1320.0,2.0,1.0,38.13,3,1.5,660.0
other,1780.0,3.0,1.0,84.83,3,1.0,593.3333333333334
Varthur,1091.0,2.0,1.0,34.9,2,1.0,545.5
Rachenahalli,3670.0,4.0,3.0,300.0,4,1.0,917.5
7th Phase JP Nagar,918.0,2.0,1.0,50.49,2,1.0,459.0
Yeshwanthpur,1950.0,4.0,0.0,130.0,4,1.0,487.5
Panathur,1695.0,3.0,1.0,90.0,3,1.0,565.0
Yelahanka,1705.0,3.0,2.0,95.0,3,1.0,568.3333333333334
Kalyan nagar,1375.0,3.0,2.0,75.0,3,1.0,458.3333333333333
Kanakpura Road,525.0,1.0,1.0,30.0,1,1.0,525.0
Whitefield,1447.0,2.0,1.0,83.0,2,1.0,723.5
Thanisandra,1114.0,2.0,1.0,39.0,2,1.0,557.0
7th Phase JP Nagar,1450.0,2.0,1.0,100.0,3,1.5,725.0
Vasanthapura,1022.0,2.0,2.0,40.0,2,1.0,511.0
Hebbal,1000.0,2.0,2.0,45.0,2,1.0,500.0
Electronic City,1128.0,2.0,1.0,68.75,2,1.0,564.0
Kanakpura Road,1180.0,2.0,2.0,57.0,2,1.0,590.0
Kanakpura Road,1339.0,2.0,3.0,75.0,2,1.0,669.5
Yelachenahalli,1400.0,2.0,3.0,55.0,3,1.5,700.0
7th Phase JP Nagar,1040.0,2.0,1.0,39.52,2,1.0,520.0
Kadugodi,1198.0,2.0,2.0,58.0,2,1.0,599.0
Sarjapur  Road,1691.0,3.0,2.0,113.0,3,1.0,563.6666666666666
Bisuvanahalli,1075.0,3.0,2.0,36.0,3,1.0,358.3333333333333
8th Phase JP Nagar,1240.0,3.0,2.0,43.5,3,1.0,413.3333333333333
Bannerghatta Road,1122.5,2.0,0.0,58.935,2,1.0,561.25
Mallasandra,1665.0,3.0,2.0,86.58,3,1.0,555.0
Brookefield,1142.0,2.0,2.0,70.0,2,1.0,571.0
other,1976.0,3.0,1.0,184.0,3,1.0,658.6666666666666
Kothannur,1853.0,3.0,2.0,82.0,3,1.0,617.6666666666666
Kasturi Nagar,1567.0,2.0,2.0,92.0,2,1.0,783.5
Talaghattapura,1090.0,2.0,1.0,27.24,2,1.0,545.0
Electronics City Phase 1,1175.0,2.0,2.0,51.47,2,1.0,587.5
Subramanyapura,1200.0,2.0,2.0,52.0,2,1.0,600.0
Kodichikkanahalli,995.0,2.0,1.0,41.0,2,1.0,497.5
Magadi Road,884.0,2.0,1.0,41.1,2,1.0,442.0
Yeshwanthpur,1170.0,2.0,2.0,57.0,2,1.0,585.0
KR Puram,1225.0,2.0,1.0,46.55,2,1.0,612.5
Electronic City,1342.0,2.0,1.0,73.3,2,1.0,671.0
Uttarahalli,1345.0,2.0,1.0,67.0,2,1.0,672.5
Kodigehaali,1320.0,3.0,0.0,65.0,3,1.0,440.0
Raja Rajeshwari Nagar,1140.0,2.0,1.0,49.39,2,1.0,570.0
Battarahalli,1300.0,2.0,1.0,50.0,2,1.0,650.0
Hosa Road,1652.0,3.0,2.0,85.0,3,1.0,550.6666666666666
Thigalarapalya,2072.0,4.0,2.0,142.0,3,0.75,518.0
Electronic City,1360.0,2.0,1.0,71.0,3,1.5,680.0
Hosur Road,1145.0,2.0,2.0,60.0,3,1.5,572.5
Uttarahalli,1540.0,2.0,0.0,40.0,3,1.5,770.0
Sarjapur  Road,1278.0,2.0,2.0,95.0,2,1.0,639.0
Electronic City Phase II,630.0,1.0,1.0,40.0,1,1.0,630.0
Kanakpura Road,1100.0,3.0,2.0,58.0,3,1.0,366.6666666666667
other,1200.0,3.0,0.0,95.0,3,1.0,400.0
other,2500.0,6.0,2.0,115.0,7,1.1666666666666667,416.6666666666667
Chandapura,582.5,1.0,0.0,15.135,1,1.0,582.5
Chandapura,1015.0,2.0,2.0,25.88,2,1.0,507.5
Hosur Road,3300.0,5.0,2.0,240.0,5,1.0,660.0
Gunjur,1356.0,2.0,3.0,66.0,3,1.5,678.0
other,823.0,2.0,1.0,28.0,2,1.0,411.5
TC Palaya,1200.0,2.0,0.0,66.0,3,1.5,600.0
Ramamurthy Nagar,1050.0,2.0,0.0,37.0,2,1.0,525.0
other,1180.0,2.0,1.0,69.0,2,1.0,590.0
Whitefield,1116.0,2.0,3.0,51.91,2,1.0,558.0
7th Phase JP Nagar,1070.0,2.0,1.0,42.79,2,1.0,535.0
Varthur,1385.0,2.0,3.0,80.0,2,1.0,692.5
Varthur,1000.0,1.0,1.0,70.0,1,1.0,1000.0
Whitefield,1897.0,3.0,2.0,130.0,3,1.0,632.3333333333334
Magadi Road,1005.0,2.0,1.0,55.78,2,1.0,502.5
Green Glen Layout,1575.0,3.0,2.0,125.0,3,1.0,525.0
Subramanyapura,975.0,2.0,1.0,65.0,2,1.0,487.5
Hennur Road,1904.0,3.0,2.0,120.0,3,1.0,634.6666666666666
Kengeri Satellite Town,930.0,1.0,1.0,30.0,1,1.0,930.0
Kanakpura Road,525.0,1.0,1.0,26.0,1,1.0,525.0
other,686.0,1.0,1.0,17.0,1,1.0,686.0
Electronic City Phase II,2400.0,3.0,1.0,150.0,2,0.6666666666666666,800.0
Sarjapur  Road,2238.0,3.0,1.0,140.0,3,1.0,746.0
Harlur,1174.0,2.0,1.0,69.0,2,1.0,587.0
Thubarahalli,3800.0,4.0,3.0,239.0,4,1.0,950.0
Whitefield,2225.0,2.0,1.0,125.0,3,1.5,1112.5
Jigani,918.0,2.0,2.0,52.0,2,1.0,459.0
Mahadevpura,1250.0,2.0,3.0,52.0,2,1.0,625.0
Marathahalli,1170.0,2.0,3.0,53.0,2,1.0,585.0
Bannerghatta Road,793.0,2.0,1.0,45.0,2,1.0,396.5
Jakkur,1710.0,3.0,2.0,107.0,3,1.0,570.0
Kambipura,1082.0,2.0,1.0,57.5,3,1.5,541.0
other,1001.0,2.0,2.0,33.03,2,1.0,500.5
Yelahanka,1590.0,2.0,1.0,54.0,3,1.5,795.0
other,2400.0,2.0,0.0,80.0,3,1.5,1200.0
Horamavu Banaswadi,1554.0,3.0,2.0,55.0,3,1.0,518.0
Thanisandra,1142.5,2.0,0.0,43.415,2,1.0,571.25
other,884.0,1.0,0.0,58.0,2,2.0,884.0
Hosa Road,1045.0,2.0,1.0,98.89,2,1.0,522.5
Marathahalli,1019.0,2.0,2.0,49.86,2,1.0,509.5
Ambedkar Nagar,1935.0,4.0,2.0,130.0,3,0.75,483.75
Uttarahalli,1135.0,2.0,2.0,39.73,3,1.5,567.5
Lakshminarayana Pura,1680.0,3.0,2.0,150.0,3,1.0,560.0
Hebbal,2470.0,5.0,2.0,247.0,4,0.8,494.0
1st Phase JP Nagar,2825.0,4.0,3.0,250.0,4,1.0,706.25
Kasavanhalli,1799.0,3.0,3.0,90.0,3,1.0,599.6666666666666
Attibele,400.0,1.0,1.0,11.0,1,1.0,400.0
Kundalahalli,1047.0,2.0,1.0,82.0,2,1.0,523.5
other,1282.0,2.0,2.0,87.0,2,1.0,641.0
NGR Layout,1020.0,2.0,1.0,45.9,2,1.0,510.0
Whitefield,1495.0,2.0,1.0,79.5,2,1.0,747.5
Kasavanhalli,3260.0,4.0,1.0,240.0,4,1.0,815.0
other,1611.0,2.0,2.0,64.44,3,1.5,805.5
other,1500.0,2.0,2.0,95.0,3,1.5,750.0
Sahakara Nagar,1500.0,2.0,2.0,95.0,3,1.5,750.0
Uttarahalli,1540.0,3.0,0.0,50.0,3,1.0,513.3333333333334
Hosa Road,1639.0,3.0,1.0,80.0,3,1.0,546.3333333333334
Raja Rajeshwari Nagar,1303.0,2.0,2.0,55.79,2,1.0,651.5
Kammasandra,657.5,1.0,0.0,18.41,1,1.0,657.5
Chandapura,1305.0,3.0,1.0,33.28,3,1.0,435.0
other,1300.0,1.0,1.0,115.0,2,2.0,1300.0
Brookefield,1440.0,2.0,3.0,68.0,3,1.5,720.0
Seegehalli,901.0,2.0,1.0,35.14,2,1.0,450.5
Sarjapur,900.0,2.0,1.0,42.0,3,1.5,450.0
BEML Layout,1060.0,2.0,1.0,55.0,2,1.0,530.0
NGR Layout,1020.0,2.0,1.0,48.45,2,1.0,510.0
Varthur,1535.0,3.0,2.0,65.99,3,1.0,511.6666666666667
other,530.0,1.0,1.0,20.0,1,1.0,530.0
Haralur Road,1464.0,3.0,2.0,56.0,3,1.0,488.0
other,1350.0,2.0,3.0,80.0,2,1.0,675.0
Sarjapur  Road,1115.0,2.0,2.0,50.0,2,1.0,557.5
Uttarahalli,1175.0,2.0,2.0,47.0,2,1.0,587.5
Whitefield,1113.0,2.0,1.0,62.0,2,1.0,556.5
other,650.0,2.0,0.0,42.0,2,1.0,325.0
Marathahalli,1325.0,2.0,2.0,71.55,2,1.0,662.5
Electronics City Phase 1,950.0,2.0,3.0,31.0,2,1.0,475.0
Jakkur,1396.0,2.0,1.0,86.51,3,1.5,698.0
Rachenahalli,1050.0,2.0,2.0,52.07,2,1.0,525.0
Thanisandra,1825.0,3.0,2.0,100.0,3,1.0,608.3333333333334
7th Phase JP Nagar,1190.0,2.0,1.0,49.98,2,1.0,595.0
Marathahalli,1220.0,2.0,1.0,56.5,2,1.0,610.0
NRI Layout,1565.0,2.0,2.0,75.0,3,1.5,782.5
Hennur Road,1891.0,3.0,1.0,109.0,3,1.0,630.3333333333334
other,900.0,2.0,0.0,27.0,2,1.0,450.0
Hosa Road,1161.0,2.0,1.0,55.15,2,1.0,580.5
Sarjapur,649.5,1.0,0.0,17.535,1,1.0,649.5
other,2400.0,6.0,3.0,125.0,8,1.3333333333333333,400.0
Yeshwanthpur,665.0,1.0,1.0,36.85,1,1.0,665.0
Mysore Road,1175.0,2.0,1.0,73.5,2,1.0,587.5
Hoodi,1425.0,2.0,2.0,80.0,2,1.0,712.5
other,1200.0,1.0,0.0,20.0,1,1.0,1200.0
ITPL,1200.0,3.0,1.0,56.12,3,1.0,400.0
Somasundara Palya,1255.0,2.0,2.0,67.0,2,1.0,627.5
Hegde Nagar,2112.95,4.0,2.0,145.0,3,0.75,528.2375
Raja Rajeshwari Nagar,600.0,1.0,1.0,22.0,1,1.0,600.0
Haralur Road,1810.0,3.0,2.0,100.0,3,1.0,603.3333333333334
Indira Nagar,1200.0,2.0,2.0,93.0,2,1.0,600.0
